"cokey","mukey","lkey","key.join","coiid","liid","muiid","dmuiid","comppct","state"
19667063,456690,14097,"ca610_unnamed_0_10_novato clay, tidally flooded_2yrfp_strongly saline, no polysulfides",2670236,14097,2733508,842451,10,"CA61"
19667064,456690,14097,"ca610_novato_1_85_novato clay, tidally flooded_2yrfp_0",2670234,14097,2733508,842451,85,"CA61"
19667065,456690,14097,"ca610_pescadero_0_5_novato clay, tidally flooded_2yrfp_drained",2670241,14097,2733508,842451,5,"CA61"
19667066,456692,14097,"ca610_pescadero_0_5_reyes clay, 0 to 2 percent slopes_2yrfr_drained",2670243,14097,2733510,842453,5,"CA61"
19667067,456692,14097,"ca610_reyes_1_85_reyes clay, 0 to 2 percent slopes_2yrfr_0",2670242,14097,2733510,842453,85,"CA61"
19667068,456692,14097,"ca610_unnamed_0_10_reyes clay, 0 to 2 percent slopes_2yrfr_strongly saline, no polysulfides",2670244,14097,2733510,842453,10,"CA61"
19666901,456691,14097,"ca610_unnamed_0_10_novato clay, ponded_2yrfs_strongly saline, no polysulfides",2670247,14097,2733511,842454,10,"CA61"
19666902,456691,14097,"ca610_pescadero_0_5_novato clay, ponded_2yrfs_ponded",2670246,14097,2733511,842454,5,"CA61"
19666903,456691,14097,"ca610_novato_1_85_novato clay, ponded_2yrfs_ponded",2670245,14097,2733511,842454,85,"CA61"
19666859,456653,14097,"ca610_rincon_0_5_altamont clay, 5 to 15 percent slopes_hb5r_0",612722,14097,456653,286180,5,"CA61"
19666860,456653,14097,"ca610_altamont_1_85_altamont clay, 5 to 15 percent slopes_hb5r_0",612719,14097,456653,286180,85,"CA61"
19666861,456653,14097,"ca610_diablo_0_5_altamont clay, 5 to 15 percent slopes_hb5r_0",612720,14097,456653,286180,5,"CA61"
19666862,456653,14097,"ca610_climara_0_5_altamont clay, 5 to 15 percent slopes_hb5r_0",612721,14097,456653,286180,5,"CA61"
19666782,456656,14097,"ca610_azule_1_85_azule clay loam, 9 to 30 percent slopes_hb5v_0",612729,14097,456656,286183,85,"CA61"
19666783,456656,14097,"ca610_los gatos_0_7_azule clay loam, 9 to 30 percent slopes_hb5v_0",612731,14097,456656,286183,7,"CA61"
19666784,456656,14097,"ca610_los osos_0_8_azule clay loam, 9 to 30 percent slopes_hb5v_0",612730,14097,456656,286183,8,"CA61"
19666785,456657,14097,"ca610_azule_1_85_azule clay loam, 30 to 50 slopes_hb5w_0",612732,14097,456657,286184,85,"CA61"
19666786,456657,14097,"ca610_los gatos_0_7_azule clay loam, 30 to 50 slopes_hb5w_0",612734,14097,456657,286184,7,"CA61"
19666787,456657,14097,"ca610_los osos_0_8_azule clay loam, 30 to 50 slopes_hb5w_0",612733,14097,456657,286184,8,"CA61"
